SPF,valid,depth,inputs,outputs
"C(R(C(C(S(), S()), C(S(), Z())), C(C(S(), S()), C(S(), P(2, 2)))), R(C(C(S(), S()), C(S(), Z())), C(C(S(), S()), C(S(), P(2, 2)))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[12, 21, 30, 39, 48, 57, 66]"
"C(R(C(C(S(), S()), Z()), C(C(S(), S()), C(S(), P(2, 2)))), C(S(), S()))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[8, 11, 14, 17, 20, 23, 26]"
"C(R(C(C(S(), S()), C(S(), Z())), C(R(Z(), P(2, 1)), P(2, 2))), C(C(S(), S()), R(Z(), P(2, 1))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[1, 1, 0, 0, 0, 0, 0]"
"C(R(C(C(S(), S()), Z()), C(C(S(), S()), C(S(), P(2, 2)))), C(C(C(S(), S()), C(S(), S())), C(C(S(), S()), C(S(), Z()))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[23, 23, 23, 23, 23, 23, 23]"
"C(C(C(R(Z(), P(2, 1)), R(Z(), P(2, 1))), C(R(Z(), P(2, 1)), R(Z(), P(2, 1)))), R(C(C(S(), S()), Z()), C(C(S(), S()), P(2, 2))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[0, 0, 2, 4, 6, 8, 10]"
"C(R(C(C(S(), S()), C(S(), Z())), C(C(S(), S()), P(2, 2))), C(R(C(S(), Z()), P(2, 1)), R(Z(), P(2, 1))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[5, 5, 3, 5, 7, 9, 11]"
"C(C(C(C(S(), S()), C(S(), S())), C(R(Z(), P(2, 1)), R(Z(), P(2, 1)))), R(C(C(S(), S()), C(S(), Z())), C(R(Z(), P(2, 1)), P(2, 1))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[5, 4, 4, 4, 4, 5, 6]"
"C(C(C(C(S(), S()), C(S(), S())), C(C(S(), S()), C(S(), S()))), R(C(C(S(), S()), Z()), C(R(Z(), P(2, 1)), P(2, 2))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[10, 9, 8, 8, 8, 8, 8]"
"C(C(C(C(S(), S()), R(Z(), P(2, 1))), C(C(S(), S()), C(S(), S()))), R(C(C(S(), S()), Z()), P(2, 1)))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[7, 5, 6, 7, 8, 9, 10]"
"C(R(C(C(S(), S()), C(S(), Z())), C(R(Z(), P(2, 1)), P(2, 1))), C(R(C(S(), Z()), P(2, 1)), R(C(S(), Z()), P(2, 1))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[3, 0, 3, 0, 0, 1, 2]"
"C(S(), R(C(C(S(), S()), C(S(), Z())), C(R(Z(), P(2, 1)), P(2, 2))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[4, 3, 2, 1, 1, 1, 1]"
"C(C(C(C(S(), S()), S()), R(C(S(), Z()), P(2, 1))), C(R(Z(), P(2, 1)), R(Z(), P(2, 1))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[4, 4, 4, 3, 4, 5, 6]"
"C(R(C(C(S(), S()), C(S(), Z())), C(C(S(), S()), P(2, 2))), C(C(S(), S()), C(S(), S())))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[11, 13, 15, 17, 19, 21, 23]"
"C(C(C(C(S(), S()), R(Z(), P(2, 1))), C(C(S(), S()), C(S(), S()))), R(C(C(S(), S()), Z()), C(C(S(), S()), P(2, 2))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[7, 9, 11, 13, 15, 17, 19]"
"C(R(C(C(S(), S()), Z()), C(C(S(), S()), P(2, 2))), R(C(C(S(), S()), Z()), C(R(Z(), P(2, 1)), P(2, 1))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[6, 2, 2, 4, 6, 8, 10]"
"C(C(C(C(S(), S()), S()), C(C(S(), S()), C(S(), S()))), C(C(C(S(), S()), S()), R(C(S(), Z()), P(2, 1))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[11, 10, 11, 12, 13, 14, 15]"
"C(C(R(C(S(), Z()), P(2, 1)), R(Z(), P(2, 1))), R(C(C(S(), S()), C(S(), Z())), C(C(S(), S()), P(2, 2))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[1, 3, 5, 7, 9, 11, 13]"
"C(C(S(), S()), R(C(C(S(), S()), C(S(), Z())), P(2, 1)))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[5, 2, 3, 4, 5, 6, 7]"
"C(R(C(C(S(), S()), C(S(), Z())), C(R(Z(), P(2, 1)), P(2, 2))), R(C(C(S(), S()), C(S(), Z())), C(R(Z(), P(2, 1)), P(2, 1))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[0, 3, 3, 2, 1, 0, 0]"
"C(R(C(C(S(), S()), Z()), C(R(Z(), P(2, 1)), P(2, 2))), R(C(C(S(), S()), C(S(), Z())), C(R(Z(), P(2, 1)), P(2, 2))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[0, 0, 1, 2, 2, 2, 2]"
"R(C(C(C(S(), S()), R(Z(), P(2, 1))), C(C(S(), S()), C(S(), Z()))), C(C(S(), R(Z(), P(2, 1))), C(R(Z(), P(2, 1)), P(2, 1))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[4, 1, 1, 1, 2, 3, 4]"
"C(R(C(C(S(), S()), C(S(), Z())), C(C(S(), S()), P(2, 2))), C(C(C(S(), S()), C(S(), S())), C(C(S(), S()), C(S(), S()))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[19, 21, 23, 25, 27, 29, 31]"
"C(R(C(C(S(), S()), C(S(), Z())), C(C(S(), S()), P(2, 2))), R(C(C(S(), S()), C(S(), Z())), P(2, 1)))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[9, 3, 5, 7, 9, 11, 13]"
"C(R(C(C(S(), S()), Z()), C(C(S(), S()), C(S(), P(2, 2)))), C(C(C(S(), S()), S()), C(C(S(), S()), Z())))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[17, 17, 17, 17, 17, 17, 17]"
"C(R(C(C(S(), S()), C(S(), Z())), C(R(Z(), P(2, 1)), P(2, 1))), R(C(S(), Z()), P(2, 1)))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[0, 3, 0, 0, 1, 2, 3]"
"C(R(C(C(S(), S()), C(S(), Z())), C(C(S(), S()), P(2, 2))), C(R(C(S(), Z()), P(2, 1)), C(R(Z(), P(2, 1)), R(Z(), P(2, 1)))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[5, 5, 5, 3, 5, 7, 9]"
"C(R(C(C(S(), S()), Z()), C(R(Z(), P(2, 1)), P(2, 1))), R(C(S(), Z()), P(2, 1)))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[0, 2, 0, 0, 1, 2, 3]"
"C(R(C(C(S(), S()), C(S(), Z())), C(C(S(), S()), C(S(), P(2, 2)))), R(C(C(S(), S()), Z()), C(R(Z(), P(2, 1)), P(2, 1))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[9, 3, 3, 6, 9, 12, 15]"
"C(R(C(C(S(), S()), C(S(), Z())), C(C(S(), S()), P(2, 2))), R(C(C(S(), S()), C(S(), Z())), C(C(S(), S()), P(2, 2))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[9, 13, 17, 21, 25, 29, 33]"
"C(R(C(C(S(), S()), Z()), C(C(S(), S()), P(2, 2))), C(C(S(), R(Z(), P(2, 1))), C(R(Z(), P(2, 1)), R(Z(), P(2, 1)))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[4, 4, 4, 4, 6, 8, 10]"
"C(C(C(S(), S()), R(Z(), P(2, 1))), R(C(C(S(), S()), C(S(), Z())), C(R(Z(), P(2, 1)), P(2, 1))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[4, 2, 2, 2, 3, 4, 5]"
"C(R(C(C(S(), S()), Z()), C(C(S(), S()), C(S(), P(2, 2)))), C(C(C(S(), S()), C(S(), S())), C(C(S(), S()), R(Z(), P(2, 1)))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[20, 20, 23, 26, 29, 32, 35]"
"C(R(C(C(S(), S()), C(S(), Z())), C(C(S(), S()), C(S(), P(2, 2)))), C(C(S(), S()), R(C(S(), Z()), P(2, 1))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[12, 9, 12, 15, 18, 21, 24]"
"C(C(C(C(S(), S()), C(S(), S())), C(C(S(), S()), C(S(), S()))), C(C(R(Z(), P(2, 1)), R(Z(), P(2, 1))), C(R(Z(), P(2, 1)), R(Z(), P(2, 1)))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[8, 8, 8, 8, 8, 9, 10]"
"C(R(C(C(S(), S()), C(S(), Z())), C(C(S(), S()), C(S(), P(2, 2)))), R(C(C(S(), S()), Z()), C(C(S(), S()), C(S(), P(2, 2)))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[9, 18, 27, 36, 45, 54, 63]"
"R(C(C(C(S(), S()), C(S(), S())), C(C(S(), S()), C(S(), Z()))), C(C(R(Z(), P(2, 1)), R(Z(), P(2, 1))), P(2, 2)))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[7, 5, 3, 1, 0, 0, 0]"
"C(C(C(C(S(), S()), C(S(), S())), C(C(S(), S()), R(Z(), P(2, 1)))), R(C(C(S(), S()), C(S(), Z())), C(R(Z(), P(2, 1)), P(2, 2))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[8, 7, 6, 6, 6, 6, 6]"
"C(R(C(C(S(), S()), C(S(), Z())), C(C(S(), S()), P(2, 2))), C(C(C(S(), S()), R(Z(), P(2, 1))), C(C(S(), S()), C(S(), S()))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[13, 15, 17, 19, 21, 23, 25]"
"C(C(C(C(S(), S()), R(Z(), P(2, 1))), C(C(S(), S()), C(S(), S()))), C(C(R(Z(), P(2, 1)), R(Z(), P(2, 1))), R(Z(), P(2, 1))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[5, 5, 5, 5, 6, 7, 8]"
"C(C(C(C(S(), S()), C(S(), S())), C(C(S(), S()), C(S(), S()))), C(C(C(S(), S()), C(S(), S())), C(R(Z(), P(2, 1)), R(Z(), P(2, 1)))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[12, 12, 12, 13, 14, 15, 16]"
"C(R(C(C(S(), S()), Z()), C(C(S(), S()), C(S(), P(2, 2)))), C(C(C(S(), S()), R(Z(), P(2, 1))), C(C(S(), S()), R(Z(), P(2, 1)))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[11, 11, 14, 17, 20, 23, 26]"
"C(R(C(C(S(), S()), C(S(), Z())), C(R(Z(), P(2, 1)), P(2, 2))), R(C(C(S(), S()), Z()), C(R(Z(), P(2, 1)), P(2, 1))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[1, 3, 3, 2, 1, 0, 0]"
"C(R(C(C(S(), S()), Z()), C(C(S(), S()), C(S(), P(2, 2)))), C(C(C(S(), S()), R(Z(), P(2, 1))), C(R(Z(), P(2, 1)), R(Z(), P(2, 1)))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[8, 8, 8, 8, 11, 14, 17]"
"C(C(R(C(S(), Z()), P(2, 1)), R(C(S(), Z()), P(2, 1))), C(R(C(S(), Z()), P(2, 1)), R(C(S(), Z()), P(2, 1))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[0, 1, 0, 1, 0, 1, 2]"
"C(R(C(C(S(), S()), Z()), C(C(S(), S()), C(S(), P(2, 2)))), C(C(C(S(), S()), S()), C(C(S(), S()), C(S(), S()))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[23, 26, 29, 32, 35, 38, 41]"
"C(C(R(C(S(), Z()), P(2, 1)), R(C(S(), Z()), P(2, 1))), R(C(C(S(), S()), C(S(), Z())), C(R(Z(), P(2, 1)), P(2, 2))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[1, 0, 1, 0, 0, 0, 0]"
"C(C(C(S(), S()), R(C(S(), Z()), P(2, 1))), C(R(C(S(), Z()), P(2, 1)), R(C(S(), Z()), P(2, 1))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[3, 2, 3, 2, 3, 4, 5]"
"R(C(C(C(S(), S()), R(Z(), P(2, 1))), C(C(S(), S()), C(S(), Z()))), C(C(C(S(), S()), S()), C(C(S(), S()), P(2, 2))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[4, 9, 14, 19, 24, 29, 34]"
"C(C(C(S(), S()), R(C(S(), Z()), P(2, 1))), R(C(C(S(), S()), C(S(), Z())), C(R(Z(), P(2, 1)), P(2, 2))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[4, 3, 2, 3, 3, 3, 3]"
"C(C(C(C(S(), S()), S()), C(C(S(), S()), C(S(), S()))), C(R(C(S(), Z()), P(2, 1)), R(C(S(), Z()), P(2, 1))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[7, 8, 7, 8, 9, 10, 11]"
"C(C(C(C(S(), S()), S()), C(C(S(), S()), C(S(), S()))), R(C(C(S(), S()), C(S(), Z())), C(R(Z(), P(2, 1)), P(2, 2))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[10, 9, 8, 7, 7, 7, 7]"
"R(C(C(C(S(), S()), R(Z(), P(2, 1))), C(C(S(), S()), C(S(), Z()))), C(C(R(Z(), P(2, 1)), R(Z(), P(2, 1))), C(R(Z(), P(2, 1)), P(2, 2))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[4, 1, 0, 0, 0, 0, 0]"
"C(C(C(C(S(), S()), R(Z(), P(2, 1))), C(C(S(), S()), C(S(), S()))), C(C(C(S(), S()), S()), R(C(S(), Z()), P(2, 1))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[9, 8, 9, 10, 11, 12, 13]"
"C(R(C(C(S(), S()), C(S(), Z())), C(C(S(), S()), C(S(), P(2, 2)))), C(C(C(S(), S()), R(Z(), P(2, 1))), C(R(Z(), P(2, 1)), R(Z(), P(2, 1)))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[9, 9, 9, 9, 12, 15, 18]"
"C(R(C(C(S(), S()), C(S(), Z())), C(C(S(), S()), C(S(), P(2, 2)))), C(C(C(S(), S()), S()), C(C(S(), S()), C(S(), S()))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[24, 27, 30, 33, 36, 39, 42]"
"R(C(C(C(S(), S()), R(Z(), P(2, 1))), C(C(S(), S()), C(S(), Z()))), C(C(C(S(), S()), C(S(), S())), C(C(S(), S()), C(S(), P(2, 2)))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[4, 11, 18, 25, 32, 39, 46]"
"C(R(C(C(S(), S()), C(S(), Z())), C(R(Z(), P(2, 1)), P(2, 2))), C(C(S(), R(Z(), P(2, 1))), C(R(Z(), P(2, 1)), R(Z(), P(2, 1)))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[2, 2, 2, 2, 1, 0, 0]"
"C(C(C(C(S(), S()), S()), R(C(S(), Z()), P(2, 1))), C(R(C(S(), Z()), P(2, 1)), R(Z(), P(2, 1))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[3, 3, 4, 3, 4, 5, 6]"
"C(C(C(R(Z(), P(2, 1)), R(Z(), P(2, 1))), R(Z(), P(2, 1))), R(C(C(S(), S()), Z()), C(C(S(), S()), P(2, 2))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[0, 1, 3, 5, 7, 9, 11]"
"C(R(C(C(S(), S()), C(S(), Z())), C(C(S(), S()), C(S(), P(2, 2)))), C(C(S(), S()), S()))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[12, 15, 18, 21, 24, 27, 30]"
"C(C(C(C(S(), S()), S()), C(C(S(), S()), C(S(), S()))), C(C(C(S(), S()), C(S(), S())), R(C(S(), Z()), P(2, 1))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[12, 11, 12, 13, 14, 15, 16]"
"R(C(C(C(S(), S()), S()), C(C(S(), S()), C(S(), Z()))), C(R(C(S(), Z()), P(2, 1)), C(R(Z(), P(2, 1)), P(2, 1))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[6, 1, 1, 0, 1, 2, 3]"
"C(C(R(Z(), P(2, 1)), R(Z(), P(2, 1))), R(C(C(S(), S()), C(S(), Z())), C(R(Z(), P(2, 1)), P(2, 1))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[1, 0, 0, 0, 0, 1, 2]"
"C(S(), R(C(C(S(), S()), Z()), C(R(Z(), P(2, 1)), P(2, 1))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[3, 1, 1, 2, 3, 4, 5]"
"C(R(C(C(S(), S()), Z()), P(2, 1)), R(C(C(S(), S()), C(S(), Z())), C(R(Z(), P(2, 1)), P(2, 2))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[2, 1, 0, 2, 2, 2, 2]"
"C(C(C(C(S(), S()), C(S(), S())), C(C(S(), S()), C(S(), S()))), C(R(C(S(), Z()), P(2, 1)), C(R(Z(), P(2, 1)), R(Z(), P(2, 1)))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[9, 9, 9, 8, 9, 10, 11]"
"C(R(C(C(S(), S()), Z()), C(C(S(), S()), P(2, 2))), C(C(C(S(), S()), S()), C(S(), R(Z(), P(2, 1)))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[10, 10, 12, 14, 16, 18, 20]"
"C(C(C(C(S(), S()), S()), R(C(S(), Z()), P(2, 1))), R(C(C(S(), S()), C(S(), Z())), C(S(), P(2, 1))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[5, 3, 4, 5, 6, 7, 8]"
"C(C(C(C(S(), S()), C(S(), S())), C(C(S(), S()), R(Z(), P(2, 1)))), R(C(C(S(), S()), C(S(), Z())), C(R(Z(), P(2, 1)), P(2, 1))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[8, 6, 6, 6, 7, 8, 9]"
"C(R(C(C(S(), S()), C(S(), Z())), C(C(S(), S()), P(2, 2))), R(Z(), P(2, 1)))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[3, 3, 5, 7, 9, 11, 13]"
"C(C(C(C(S(), S()), S()), R(C(S(), Z()), P(2, 1))), R(C(C(S(), S()), C(S(), Z())), P(2, 1)))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[5, 4, 3, 4, 5, 6, 7]"
"C(R(C(C(S(), S()), C(S(), Z())), C(C(S(), S()), C(S(), P(2, 2)))), R(C(C(S(), S()), Z()), C(R(Z(), P(2, 1)), P(2, 2))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[9, 6, 3, 3, 3, 3, 3]"
"C(C(C(C(S(), S()), S()), C(C(S(), S()), S())), C(R(C(S(), Z()), P(2, 1)), R(Z(), P(2, 1))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[7, 7, 6, 7, 8, 9, 10]"
"R(C(C(C(S(), S()), R(Z(), P(2, 1))), C(C(S(), S()), C(S(), Z()))), C(R(C(S(), Z()), P(2, 1)), P(2, 1)))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[4, 1, 0, 1, 2, 3, 4]"
"C(C(C(C(S(), S()), S()), C(C(S(), S()), C(S(), S()))), R(C(C(S(), S()), C(S(), Z())), C(C(S(), S()), C(S(), P(2, 2)))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[10, 13, 16, 19, 22, 25, 28]"
"C(C(S(), R(C(S(), Z()), P(2, 1))), C(R(C(S(), Z()), P(2, 1)), R(C(S(), Z()), P(2, 1))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[2, 1, 2, 1, 2, 3, 4]"
"C(C(C(C(S(), S()), C(S(), S())), R(C(S(), Z()), P(2, 1))), C(R(Z(), P(2, 1)), R(Z(), P(2, 1))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[5, 5, 5, 4, 5, 6, 7]"
"C(R(C(C(S(), S()), C(S(), Z())), C(C(S(), S()), C(S(), P(2, 2)))), C(C(C(S(), S()), R(Z(), P(2, 1))), R(Z(), P(2, 1))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[9, 9, 9, 12, 15, 18, 21]"
"C(C(C(C(S(), S()), R(Z(), P(2, 1))), C(C(S(), S()), C(S(), S()))), C(R(C(S(), Z()), P(2, 1)), R(C(S(), Z()), P(2, 1))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[5, 6, 5, 6, 7, 8, 9]"
"C(C(S(), R(C(S(), Z()), P(2, 1))), R(C(C(S(), S()), C(S(), Z())), C(R(Z(), P(2, 1)), P(2, 2))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[3, 2, 1, 2, 2, 2, 2]"
"C(C(C(C(S(), S()), C(S(), S())), C(C(S(), S()), R(Z(), P(2, 1)))), R(C(C(S(), S()), Z()), C(R(Z(), P(2, 1)), P(2, 1))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[7, 6, 6, 6, 7, 8, 9]"
"C(R(C(C(S(), S()), Z()), C(C(S(), S()), C(S(), P(2, 2)))), C(C(C(S(), S()), C(S(), S())), C(R(Z(), P(2, 1)), R(Z(), P(2, 1)))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[14, 14, 14, 17, 20, 23, 26]"
"C(R(C(C(S(), S()), Z()), C(C(S(), S()), P(2, 2))), R(C(C(S(), S()), Z()), P(2, 1)))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[6, 2, 4, 6, 8, 10, 12]"
"C(C(C(C(S(), S()), S()), C(C(S(), S()), S())), R(C(C(S(), S()), C(S(), Z())), P(2, 1)))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[9, 6, 7, 8, 9, 10, 11]"
"C(R(C(C(S(), S()), Z()), C(C(S(), S()), P(2, 2))), R(C(C(S(), S()), Z()), C(C(S(), S()), P(2, 2))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[6, 10, 14, 18, 22, 26, 30]"
"C(C(C(C(S(), S()), R(Z(), P(2, 1))), C(C(S(), S()), C(S(), S()))), R(C(S(), Z()), P(2, 1)))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[6, 5, 6, 7, 8, 9, 10]"
"C(C(C(C(S(), S()), S()), C(C(S(), S()), S())), C(R(C(S(), Z()), P(2, 1)), C(R(Z(), P(2, 1)), R(Z(), P(2, 1)))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[7, 7, 7, 6, 7, 8, 9]"
"C(R(C(C(S(), S()), C(S(), Z())), C(C(S(), S()), C(S(), P(2, 2)))), C(C(R(Z(), P(2, 1)), R(Z(), P(2, 1))), C(R(Z(), P(2, 1)), R(Z(), P(2, 1)))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[3, 3, 3, 3, 3, 6, 9]"
"C(R(C(C(S(), S()), C(S(), Z())), C(C(S(), S()), C(S(), P(2, 2)))), C(C(C(S(), S()), C(S(), S())), C(R(Z(), P(2, 1)), R(Z(), P(2, 1)))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[15, 15, 15, 18, 21, 24, 27]"
"C(C(C(C(S(), S()), S()), C(C(S(), S()), C(S(), S()))), R(C(C(S(), S()), Z()), C(R(Z(), P(2, 1)), P(2, 1))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[9, 7, 7, 8, 9, 10, 11]"
"C(R(C(C(S(), S()), Z()), C(C(S(), S()), C(S(), P(2, 2)))), C(R(C(S(), Z()), P(2, 1)), R(Z(), P(2, 1))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[5, 5, 2, 5, 8, 11, 14]"
"C(C(C(C(S(), S()), R(Z(), P(2, 1))), R(Z(), P(2, 1))), C(C(R(Z(), P(2, 1)), R(Z(), P(2, 1))), R(Z(), P(2, 1))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[2, 2, 2, 2, 2, 2, 3]"
"C(C(C(S(), R(Z(), P(2, 1))), R(Z(), P(2, 1))), C(C(R(Z(), P(2, 1)), R(Z(), P(2, 1))), R(Z(), P(2, 1))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[1, 1, 1, 1, 1, 1, 2]"
"C(R(C(C(S(), S()), C(S(), Z())), C(C(S(), S()), P(2, 2))), C(S(), R(C(S(), Z()), P(2, 1))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[7, 5, 7, 9, 11, 13, 15]"
"C(R(C(C(S(), S()), Z()), C(C(S(), S()), C(S(), P(2, 2)))), C(C(S(), S()), C(S(), S())))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[14, 17, 20, 23, 26, 29, 32]"
"C(S(), R(C(C(S(), S()), Z()), C(R(Z(), P(2, 1)), P(2, 2))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[3, 2, 1, 1, 1, 1, 1]"
"C(R(C(C(S(), S()), C(S(), Z())), P(2, 1)), C(R(C(S(), Z()), P(2, 1)), R(Z(), P(2, 1))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[0, 0, 3, 0, 1, 2, 3]"
"C(R(C(C(S(), S()), C(S(), Z())), C(R(Z(), P(2, 1)), P(2, 2))), R(C(C(S(), S()), Z()), P(2, 1)))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[1, 3, 2, 1, 0, 0, 0]"
"R(C(C(C(S(), S()), S()), C(C(S(), S()), C(S(), Z()))), C(S(), P(2, 1)))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[6, 1, 2, 3, 4, 5, 6]"
"C(R(C(C(S(), S()), Z()), C(C(S(), S()), C(S(), P(2, 2)))), C(C(C(S(), S()), C(S(), S())), C(C(S(), S()), C(S(), S()))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[26, 29, 32, 35, 38, 41, 44]"
"C(R(C(C(S(), S()), Z()), C(C(S(), S()), C(S(), P(2, 2)))), R(C(C(S(), S()), C(S(), Z())), P(2, 1)))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[11, 2, 5, 8, 11, 14, 17]"
"R(C(C(C(S(), S()), S()), C(C(S(), S()), Z())), C(C(R(Z(), P(2, 1)), R(Z(), P(2, 1))), C(R(Z(), P(2, 1)), P(2, 2))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[5, 2, 0, 0, 0, 0, 0]"
"C(R(C(C(S(), S()), Z()), C(R(Z(), P(2, 1)), P(2, 2))), R(C(C(S(), S()), Z()), C(R(Z(), P(2, 1)), P(2, 2))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[0, 1, 2, 2, 2, 2, 2]"
"C(R(C(C(S(), S()), C(S(), Z())), C(C(S(), S()), C(S(), P(2, 2)))), C(C(S(), S()), C(S(), S())))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[15, 18, 21, 24, 27, 30, 33]"
"C(R(C(C(S(), S()), Z()), P(2, 1)), R(C(C(S(), S()), Z()), C(R(Z(), P(2, 1)), P(2, 1))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[1, 2, 2, 0, 1, 2, 3]"
"C(C(C(C(S(), S()), C(S(), S())), R(C(S(), Z()), P(2, 1))), C(R(C(S(), Z()), P(2, 1)), R(Z(), P(2, 1))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[4, 4, 5, 4, 5, 6, 7]"
"C(R(C(C(S(), S()), Z()), C(C(S(), S()), C(S(), P(2, 2)))), R(C(C(S(), S()), C(S(), Z())), C(C(S(), S()), P(2, 2))))",True,5,"[0, 1, 2, 3, 4, 5, 6]","[11, 17, 23, 29, 35, 41, 47]"
