,expr,arity,inputs,outputs,len_expr
2285,"R(R(P(1, 1), P(3, 1), S()), P(3, 1), C(S(), P(3, 2)), C(S(), Z()), Z())",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[0, 3, 0, 1, 2, 3, 4, 5, 6, 7]",71
690,"C(R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), R(S(), P(2, 1), Z()), S())",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[1, 2, 4, 4, 6, 6, 8, 8, 10, 10]",72
1843,"C(R(P(1, 1), P(3, 1), S()), R(P(2, 1), P(3, 3), P(3, 1), Z(), Z()), Z())",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[1, 1, 1, 0, 1, 2, 3, 4, 5, 6]",72
1933,"C(R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), R(S(), P(2, 1), Z()), Z())",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[0, 0, 1, 0, 1, 0, 1, 0, 1, 0]",72
2032,"R(R(S(), P(2, 1), Z()), R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), Z())",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[1, 1, 1, 2, 2, 3, 3, 4, 4, 5]",72
2046,"R(R(S(), P(2, 1), Z()), R(P(2, 1), P(4, 3), P(4, 2), P(1, 1), S()), Z())",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[1, 1, 1, 1, 2, 2, 3, 3, 4, 4]",72
2112,"R(R(P(1, 1), P(2, 1), Z()), R(P(2, 1), P(4, 3), P(4, 1), S(), S()), Z())",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[0, 0, 1, 0, 0, 1, 2, 3, 4, 5]",72
2183,"C(R(P(1, 1), P(3, 1), S()), R(P(2, 1), P(3, 3), P(3, 1), Z(), Z()), S())",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[2, 3, 4, 0, 1, 2, 3, 4, 5, 6]",72
2406,"C(R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), S(), R(S(), P(2, 1), Z()))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[1, 2, 2, 4, 4, 6, 6, 8, 8, 10]",72
1936,"R(C(S(), P(2, 2)), C(S(), Z()), C(S(), P(3, 2)), C(S(), Z()), C(S(), Z()))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[2, 3, 3, 3, 3, 3, 3, 3, 3, 3]",74
832,"R(R(P(1, 1), P(3, 1), S()), Z(), C(S(), P(3, 3)), C(S(), Z()), C(S(), Z()))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[0, 3, 4, 5, 6, 7, 8, 9, 10, 11]",75
881,"R(R(S(), P(3, 2), S()), C(S(), P(3, 1)), C(S(), P(3, 2)), C(S(), Z()), Z())",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[2, 4, 4, 5, 6, 7, 8, 9, 10, 11]",75
1130,"R(R(S(), P(3, 2), S()), C(S(), P(3, 2)), C(S(), P(3, 2)), C(S(), Z()), Z())",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[2, 4, 5, 6, 7, 8, 9, 10, 11, 12]",75
1208,"R(R(S(), P(3, 2), S()), P(3, 1), C(S(), P(3, 2)), C(S(), Z()), C(S(), Z()))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[3, 4, 3, 4, 5, 6, 7, 8, 9, 10]",75
1600,"R(P(2, 2), R(P(1, 1), P(4, 1), P(2, 1)), C(S(), P(3, 2)), C(S(), Z()), Z())",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[0, 2, 2, 1, 2, 3, 4, 5, 6, 7]",75
2857,"R(C(S(), P(2, 1)), C(S(), P(3, 3)), R(P(1, 1), P(4, 1), P(2, 1)), Z(), Z())",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[1, 2, 2, 2, 3, 4, 5, 6, 7, 8]",75
698,"C(R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), R(S(), P(2, 1), Z()), P(1, 1))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[0, 1, 3, 3, 5, 5, 7, 7, 9, 9]",76
733,"C(R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), R(P(1, 1), P(2, 1), Z()), S())",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[2, 3, 3, 5, 5, 7, 7, 9, 9, 11]",76
1373,"R(R(S(), P(3, 2), S()), Z(), R(P(1, 1), P(4, 1), P(2, 1)), Z(), C(S(), Z()))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[3, 2, 2, 3, 4, 5, 6, 7, 8, 9]",76
1942,"C(R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), R(P(1, 1), P(2, 1), Z()), Z())",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[1, 1, 0, 1, 0, 1, 0, 1, 0, 1]",76
2026,"R(R(S(), P(2, 1), Z()), R(P(2, 1), P(4, 3), P(4, 1), S(), S()), C(S(), Z()))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[1, 2, 3, 1, 1, 2, 3, 4, 5, 6]",76
2121,"R(R(P(1, 1), P(2, 1), Z()), R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), Z())",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[0, 0, 0, 1, 1, 2, 2, 3, 3, 4]",76
2135,"R(R(P(1, 1), P(2, 1), Z()), R(P(2, 1), P(4, 3), P(4, 2), P(1, 1), S()), Z())",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[0, 0, 0, 0, 1, 1, 2, 2, 3, 3]",76
2189,"C(R(P(1, 1), P(3, 1), S()), R(P(2, 1), P(3, 3), P(3, 1), Z(), Z()), P(1, 1))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[1, 2, 3, 0, 1, 2, 3, 4, 5, 6]",76
2410,"C(R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), S(), R(P(1, 1), P(2, 1), Z()))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[0, 1, 1, 3, 3, 5, 5, 7, 7, 9]",76
2430,"C(R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), P(1, 1), R(S(), P(2, 1), Z()))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[2, 1, 3, 3, 5, 5, 7, 7, 9, 9]",76
307,"R(R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), P(3, 1), Z(), Z(), C(S(), Z()))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[2, 1, 0, 1, 0, 1, 0, 1, 0, 1]",77
399,"R(R(P(2, 1), P(4, 3), P(4, 1), S(), S()), C(S(), P(3, 3)), P(3, 2), Z(), Z())",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[1, 1, 2, 0, 0, 1, 1, 2, 2, 3]",77
1198,"R(R(P(2, 1), P(4, 3), P(4, 1), S(), S()), P(3, 3), C(S(), P(3, 2)), Z(), Z())",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[1, 2, 2, 3, 0, 0, 1, 1, 2, 2]",77
1353,"R(P(2, 1), R(P(2, 1), P(5, 3), P(5, 2), P(2, 1), P(2, 2)), P(3, 1), Z(), Z())",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[0, 0, 0, 0, 2, 2, 4, 4, 6, 6]",77
1518,"R(P(2, 1), R(P(2, 1), P(5, 3), P(5, 2), P(2, 2), P(2, 1)), P(3, 1), Z(), Z())",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[0, 0, 0, 1, 1, 3, 3, 5, 5, 7]",77
2740,"R(R(P(2, 1), P(4, 3), P(4, 1), S(), S()), P(3, 1), P(3, 2), C(S(), Z()), Z())",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[1, 2, 1, 0, 1, 2, 3, 4, 5, 6]",77
2797,"R(C(S(), P(2, 1)), C(S(), P(3, 3)), C(S(), P(3, 1)), C(S(), Z()), C(S(), Z()))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[2, 3, 3, 4, 5, 6, 7, 8, 9, 10]",78
1513,"R(R(S(), P(3, 2), S()), C(S(), Z()), C(S(), P(3, 2)), C(S(), Z()), C(S(), Z()))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[3, 4, 4, 4, 4, 4, 4, 4, 4, 4]",79
1779,"R(C(S(), P(2, 2)), Z(), R(P(1, 1), P(4, 1), P(2, 1)), C(S(), Z()), C(S(), Z()))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[2, 2, 1, 2, 3, 4, 5, 6, 7, 8]",79
562,"R(R(P(1, 1), P(3, 1), S()), R(P(1, 1), P(4, 1), P(2, 1)), Z(), Z(), C(S(), Z()))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[2, 1, 1, 0, 1, 2, 3, 4, 5, 6]",80
574,"R(R(P(1, 1), P(3, 1), S()), R(P(1, 1), P(4, 1), P(2, 1)), C(S(), Z()), Z(), Z())",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[1, 2, 2, 0, 1, 2, 3, 4, 5, 6]",80
580,"R(R(S(), P(3, 2), S()), R(P(1, 1), P(4, 1), P(2, 1)), C(S(), P(3, 2)), Z(), Z())",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[2, 3, 3, 3, 4, 5, 6, 7, 8, 9]",80
706,"C(R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), R(S(), P(2, 1), Z()), C(S(), S()))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[2, 3, 5, 5, 7, 7, 9, 9, 11, 11]",80
849,"R(R(P(1, 1), P(3, 1), S()), Z(), R(P(1, 1), P(4, 1), P(2, 1)), C(S(), Z()), Z())",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[0, 2, 1, 2, 3, 4, 5, 6, 7, 8]",80
1849,"C(R(P(1, 1), P(3, 1), S()), R(P(2, 1), P(3, 3), P(3, 1), Z(), Z()), C(S(), Z()))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[2, 2, 2, 0, 1, 2, 3, 4, 5, 6]",80
1937,"C(R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), R(S(), P(2, 1), Z()), C(S(), Z()))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[1, 1, 2, 1, 2, 1, 2, 1, 2, 1]",80
2116,"R(R(P(1, 1), P(2, 1), Z()), R(P(2, 1), P(4, 3), P(4, 1), S(), S()), C(S(), Z()))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[0, 1, 2, 0, 0, 1, 2, 3, 4, 5]",80
2194,"C(R(P(1, 1), P(3, 1), S()), R(P(2, 1), P(3, 3), P(3, 1), Z(), Z()), C(S(), S()))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[3, 4, 5, 0, 1, 2, 3, 4, 5, 6]",80
2434,"C(R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), P(1, 1), R(P(1, 1), P(2, 1), Z()))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[1, 0, 2, 2, 4, 4, 6, 6, 8, 8]",80
92,"R(R(P(2, 1), P(4, 3), P(4, 2), P(1, 1), S()), C(S(), P(3, 3)), P(3, 2), Z(), Z())",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[0, 1, 2, 1, 2, 3, 4, 3, 4, 5]",81
216,"R(P(2, 2), Z(), R(P(2, 1), P(5, 3), P(5, 1), P(2, 1), P(2, 1)), Z(), C(S(), Z()))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[1, 0, 0, 0, 1, 2, 3, 4, 5, 6]",81
239,"R(P(2, 2), Z(), R(P(2, 1), P(5, 3), P(5, 2), P(2, 1), P(2, 2)), C(S(), Z()), Z())",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[0, 1, 1, 0, 0, 0, 0, 0, 0, 0]",81
1488,"R(R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), C(S(), P(3, 3)), P(3, 1), Z(), Z())",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[1, 0, 1, 3, 3, 5, 5, 7, 7, 9]",81
1510,"R(R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), C(S(), P(3, 3)), P(3, 2), Z(), Z())",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[1, 0, 1, 2, 3, 2, 3, 4, 5, 4]",81
2196,"R(R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), P(3, 3), P(3, 1), Z(), C(S(), Z()))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[2, 0, 2, 2, 4, 4, 6, 6, 8, 8]",81
2205,"R(R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), P(3, 3), P(3, 1), C(S(), Z()), Z())",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[0, 1, 2, 2, 4, 4, 6, 6, 8, 8]",81
2276,"R(R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), P(3, 3), C(S(), P(3, 2)), Z(), Z())",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[1, 2, 1, 2, 3, 4, 3, 4, 5, 6]",81
2477,"R(P(2, 2), C(S(), Z()), R(P(2, 1), P(5, 3), P(5, 1), P(2, 1), P(2, 1)), Z(), Z())",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[0, 0, 1, 0, 1, 2, 3, 4, 5, 6]",81
2493,"R(P(2, 2), C(S(), Z()), R(P(2, 1), P(5, 3), P(5, 2), P(2, 1), P(2, 2)), Z(), Z())",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[0, 0, 0, 1, 1, 1, 1, 1, 1, 1]",81
2602,"R(R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), P(3, 1), P(3, 2), Z(), C(S(), Z()))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[2, 1, 0, 2, 2, 4, 4, 6, 6, 8]",81
2605,"R(R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), P(3, 1), P(3, 2), C(S(), Z()), Z())",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[0, 2, 0, 2, 2, 4, 4, 6, 6, 8]",81
2640,"R(R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), P(3, 1), C(S(), P(3, 2)), Z(), Z())",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[1, 2, 1, 3, 3, 5, 5, 7, 7, 9]",81
2759,"C(R(P(2, 1), P(3, 3), P(3, 1), Z(), Z()), R(P(2, 1), P(3, 3), P(3, 1), Z(), Z()))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[0, 0, 0, 0, 0, 1, 2, 3, 4, 5]",81
888,"R(R(S(), P(3, 2), S()), C(S(), P(3, 1)), C(S(), P(3, 2)), C(S(), Z()), C(S(), Z()))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[3, 4, 4, 5, 6, 7, 8, 9, 10, 11]",83
2495,"R(C(S(), P(2, 2)), R(P(1, 1), P(4, 1), P(2, 1)), C(S(), P(3, 2)), C(S(), Z()), Z())",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[1, 3, 3, 2, 3, 4, 5, 6, 7, 8]",83
2860,"R(C(S(), P(2, 1)), C(S(), P(3, 3)), R(P(1, 1), P(4, 1), P(2, 1)), Z(), C(S(), Z()))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[1, 3, 2, 2, 3, 4, 5, 6, 7, 8]",83
33,"R(R(P(1, 1), P(3, 1), S()), R(P(1, 1), P(4, 1), P(2, 1)), P(3, 1), Z(), C(S(), Z()))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[2, 1, 2, 0, 1, 2, 3, 4, 5, 6]",84
746,"C(R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), R(P(1, 1), P(2, 1), Z()), C(S(), S()))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[3, 4, 4, 6, 6, 8, 8, 10, 10, 12]",84
1381,"R(R(S(), P(3, 2), S()), Z(), R(P(1, 1), P(4, 1), P(2, 1)), C(S(), Z()), C(S(), Z()))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[3, 3, 2, 3, 4, 5, 6, 7, 8, 9]",84
1816,"R(R(P(1, 1), P(3, 1), S()), P(3, 3), R(P(1, 1), P(4, 1), P(2, 1)), Z(), C(S(), Z()))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[2, 0, 1, 2, 0, 1, 2, 3, 4, 5]",84
1822,"R(R(P(1, 1), P(3, 1), S()), P(3, 3), R(P(1, 1), P(4, 1), P(2, 1)), C(S(), Z()), Z())",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[0, 2, 0, 2, 0, 1, 2, 3, 4, 5]",84
1948,"C(R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), R(P(1, 1), P(2, 1), Z()), C(S(), Z()))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[2, 2, 1, 2, 1, 2, 1, 2, 1, 2]",84
300,"R(P(2, 1), P(3, 3), R(P(2, 1), P(5, 3), P(5, 1), P(2, 1), P(2, 1)), Z(), C(S(), Z()))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[0, 1, 0, 1, 0, 1, 2, 3, 4, 5]",85
303,"R(P(2, 1), P(3, 3), R(P(2, 1), P(5, 3), P(5, 1), P(2, 1), P(2, 1)), C(S(), Z()), Z())",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[1, 0, 1, 0, 0, 1, 2, 3, 4, 5]",85
402,"R(R(P(2, 1), P(4, 3), P(4, 1), S(), S()), C(S(), P(3, 3)), P(3, 2), Z(), C(S(), Z()))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[2, 0, 3, 1, 0, 2, 1, 3, 2, 4]",85
1206,"R(R(P(2, 1), P(4, 3), P(4, 1), S(), S()), P(3, 3), C(S(), P(3, 2)), Z(), C(S(), Z()))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[2, 2, 3, 0, 0, 1, 1, 2, 2, 3]",85
1214,"R(R(P(2, 1), P(4, 3), P(4, 1), S(), S()), P(3, 3), C(S(), P(3, 2)), C(S(), Z()), Z())",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[1, 3, 0, 4, 1, 0, 2, 1, 3, 2]",85
1360,"R(P(2, 1), R(P(2, 1), P(5, 3), P(5, 2), P(2, 1), P(2, 2)), P(3, 1), C(S(), Z()), Z())",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[1, 1, 0, 0, 2, 2, 4, 4, 6, 6]",85
1526,"R(P(2, 1), R(P(2, 1), P(5, 3), P(5, 2), P(2, 2), P(2, 1)), P(3, 1), Z(), C(S(), Z()))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[0, 1, 1, 1, 1, 3, 3, 5, 5, 7]",85
1530,"R(P(2, 1), R(P(2, 1), P(5, 3), P(5, 2), P(2, 2), P(2, 1)), P(3, 1), C(S(), Z()), Z())",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[1, 0, 0, 1, 1, 3, 3, 5, 5, 7]",85
1708,"R(P(2, 2), R(P(2, 1), P(5, 3), P(5, 1), P(2, 1), P(2, 1)), P(3, 2), Z(), C(S(), Z()))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[1, 0, 0, 0, 0, 1, 2, 3, 4, 5]",85
1714,"R(P(2, 2), R(P(2, 1), P(5, 3), P(5, 1), P(2, 1), P(2, 1)), P(3, 2), C(S(), Z()), Z())",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[0, 1, 1, 1, 0, 1, 2, 3, 4, 5]",85
1769,"R(P(2, 2), R(P(2, 1), P(5, 3), P(5, 1), P(2, 1), P(2, 1)), C(S(), P(3, 2)), Z(), Z())",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[0, 1, 1, 1, 1, 2, 3, 4, 5, 6]",85
2137,"R(P(2, 1), C(S(), P(3, 3)), R(P(2, 1), P(5, 3), P(5, 1), P(2, 1), P(2, 1)), Z(), Z())",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[0, 1, 1, 2, 1, 2, 3, 4, 5, 6]",85
2170,"R(P(2, 1), C(S(), P(3, 3)), R(P(2, 1), P(5, 3), P(5, 2), P(2, 1), P(2, 2)), Z(), Z())",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[0, 1, 1, 1, 2, 2, 3, 3, 4, 4]",85
2195,"R(R(P(2, 1), P(4, 3), P(4, 2), P(1, 1), S()), C(S(), Z()), C(S(), P(3, 2)), Z(), Z())",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[0, 2, 3, 3, 3, 3, 3, 3, 3, 3]",85
2446,"R(R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), P(3, 1), C(S(), Z()), C(S(), Z()), Z())",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[0, 2, 1, 2, 1, 2, 1, 2, 1, 2]",85
2472,"R(R(P(2, 1), P(4, 3), P(4, 1), S(), S()), P(3, 1), C(S(), P(3, 2)), C(S(), Z()), Z())",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[1, 3, 2, 0, 1, 2, 3, 4, 5, 6]",85
2510,"R(R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), C(S(), P(3, 1)), Z(), Z(), C(S(), Z()))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[2, 0, 1, 0, 1, 0, 1, 0, 1, 0]",85
2912,"R(R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), C(S(), Z()), P(3, 2), Z(), C(S(), Z()))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[2, 0, 1, 1, 1, 1, 1, 1, 1, 1]",85
3075,"R(R(P(2, 1), P(4, 3), P(4, 2), P(1, 1), S()), Z(), P(3, 2), C(S(), Z()), C(S(), Z()))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[2, 1, 0, 0, 0, 0, 0, 0, 0, 0]",85
1384,"R(R(S(), P(3, 2), S()), Z(), R(P(2, 1), P(5, 3), P(5, 1), P(2, 1), P(2, 1)), Z(), Z())",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[2, 2, 2, 2, 3, 4, 5, 6, 7, 8]",86
1892,"C(R(P(2, 1), P(4, 3), P(4, 1), S(), S()), R(P(2, 1), P(3, 3), P(3, 1), Z(), Z()), Z())",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[1, 1, 1, 1, 0, 1, 2, 3, 4, 5]",86
2228,"R(R(P(2, 1), P(3, 3), P(3, 1), Z(), Z()), R(P(2, 1), P(4, 3), P(4, 1), S(), S()), Z())",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[0, 0, 0, 0, 0, 0, 1, 2, 3, 4]",86
2368,"C(R(P(2, 1), P(4, 3), P(4, 1), S(), S()), R(P(2, 1), P(3, 3), P(3, 1), Z(), Z()), S())",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[2, 3, 4, 5, 0, 1, 2, 3, 4, 5]",86
581,"R(R(P(1, 1), P(3, 1), S()), R(P(1, 1), P(4, 1), P(2, 1)), C(S(), Z()), C(S(), Z()), Z())",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[0, 0, 2, 0, 1, 2, 3, 4, 5, 6]",88
584,"R(R(S(), P(3, 2), S()), R(P(1, 1), P(4, 1), P(2, 1)), C(S(), P(3, 2)), Z(), C(S(), Z()))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[3, 3, 3, 3, 4, 5, 6, 7, 8, 9]",88
589,"R(R(S(), P(3, 2), S()), R(P(1, 1), P(4, 1), P(2, 1)), C(S(), P(3, 2)), C(S(), Z()), Z())",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[2, 4, 4, 3, 4, 5, 6, 7, 8, 9]",88
95,"R(R(P(2, 1), P(4, 3), P(4, 2), P(1, 1), S()), C(S(), P(3, 3)), P(3, 2), Z(), C(S(), Z()))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[1, 0, 3, 2, 3, 2, 5, 4, 5, 4]",89
224,"R(P(2, 2), Z(), R(P(2, 1), P(5, 3), P(5, 1), P(2, 1), P(2, 1)), C(S(), Z()), C(S(), Z()))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[1, 1, 0, 0, 1, 2, 3, 4, 5, 6]",89
243,"R(P(2, 2), Z(), R(P(2, 1), P(5, 3), P(5, 2), P(2, 1), P(2, 2)), C(S(), Z()), C(S(), Z()))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[1, 1, 1, 0, 0, 0, 0, 0, 0, 0]",89
741,"R(R(P(2, 1), P(4, 3), P(4, 2), P(1, 1), S()), P(3, 3), C(S(), P(3, 2)), C(S(), Z()), Z())",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[1, 2, 1, 4, 3, 4, 3, 6, 5, 6]",89
1210,"R(C(S(), P(2, 2)), C(S(), Z()), R(P(2, 1), P(5, 3), P(5, 2), P(2, 1), P(2, 2)), Z(), Z())",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[1, 1, 1, 2, 2, 2, 2, 2, 2, 2]",89
1520,"R(R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), C(S(), P(3, 3)), P(3, 2), Z(), C(S(), Z()))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[2, 1, 2, 1, 4, 3, 4, 3, 6, 5]",89
1527,"R(R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), C(S(), P(3, 3)), P(3, 2), C(S(), Z()), Z())",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[0, 1, 2, 3, 2, 3, 4, 5, 4, 5]",89
1792,"R(C(S(), P(2, 2)), Z(), R(P(2, 1), P(5, 3), P(5, 1), P(2, 1), P(2, 1)), Z(), C(S(), Z()))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[2, 1, 1, 1, 2, 3, 4, 5, 6, 7]",89
1821,"R(C(S(), P(2, 2)), Z(), R(P(2, 1), P(5, 3), P(5, 2), P(2, 1), P(2, 2)), C(S(), Z()), Z())",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[1, 2, 2, 1, 1, 1, 1, 1, 1, 1]",89
