,expr,inputs,outputs,len,arity
117,"R(R(S(), P(2, 1), C(S(), Z())), R(S(), C(S(), P(3, 2)), S()), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(2, 2, 5, 9, 14, 20, 27, 35, 44, 54)",66,1.0
118,"R(R(P(1, 1), P(2, 1), Z()), R(S(), C(S(), P(3, 2)), P(1, 1)), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(0, 0, 2, 5, 9, 14, 20, 27, 35, 44)",66,1.0
119,"R(R(S(), R(S(), P(3, 2), S()), Z()), P(2, 1), C(S(), C(S(), Z())))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(5, 1, 3, 5, 7, 9, 11, 13, 15, 17)",66,1.0
120,"R(R(S(), R(S(), P(3, 2), S()), Z()), C(S(), C(S(), P(2, 1))), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(1, 5, 7, 9, 11, 13, 15, 17, 19, 21)",66,1.0
121,"C(C(S(), S()), R(R(S(), P(2, 1), Z()), R(S(), P(3, 2), S()), Z()))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(3, 4, 6, 8, 10, 12, 14, 16, 18, 20)",66,1.0
122,"C(R(S(), R(S(), P(3, 2), S()), Z()), R(S(), P(2, 1), C(S(), Z())))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(5, 3, 5, 7, 9, 11, 13, 15, 17, 19)",66,1.0
123,"C(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), R(S(), P(2, 1), Z()))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(4, 4, 6, 8, 10, 12, 14, 16, 18, 20)",66,1.0
124,"R(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(3, 1), S()), C(S(), Z()))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(0, 1, 0, 0, 1, 2, 3, 4, 5, 6)",66,1.0
125,"C(R(S(), R(P(1, 1), P(3, 1), S()), Z()), R(P(1, 1), P(2, 1), Z()))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(1, 1, 2, 1, 2, 3, 4, 5, 6, 7)",66,1.0
126,"R(C(C(S(), S()), C(S(), S())), C(C(S(), S()), C(S(), P(2, 1))), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(4, 7, 8, 9, 10, 11, 12, 13, 14, 15)",68,1.0
127,"R(C(C(S(), S()), C(S(), S())), P(2, 1), C(C(S(), S()), C(S(), Z())))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(7, 4, 5, 6, 7, 8, 9, 10, 11, 12)",68,1.0
128,"R(C(S(), C(S(), S())), C(C(S(), S()), C(S(), P(2, 1))), C(S(), Z()))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(4, 6, 7, 8, 9, 10, 11, 12, 13, 14)",68,1.0
129,"C(C(C(S(), S()), C(S(), S())), C(C(S(), S()), R(S(), P(2, 1), Z())))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(7, 7, 8, 9, 10, 11, 12, 13, 14, 15)",68,1.0
130,"C(C(C(S(), S()), C(S(), S())), R(C(S(), S()), P(2, 1), C(S(), Z())))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(7, 6, 7, 8, 9, 10, 11, 12, 13, 14)",68,1.0
131,"R(C(S(), C(S(), S())), C(S(), P(2, 1)), C(C(S(), S()), C(S(), Z())))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(6, 4, 5, 6, 7, 8, 9, 10, 11, 12)",68,1.0
132,"R(S(), R(S(), C(S(), P(3, 2)), P(1, 1)), C(C(S(), S()), C(S(), Z())))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(4, 5, 7, 10, 14, 19, 25, 32, 40, 49)",69,1.0
133,"R(R(S(), P(2, 1), C(S(), Z())), P(2, 1), C(C(S(), S()), C(S(), Z())))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(3, 2, 1, 2, 3, 4, 5, 6, 7, 8)",69,1.0
134,"R(C(C(S(), S()), R(S(), P(2, 1), Z())), P(2, 1), C(S(), C(S(), Z())))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(4, 3, 3, 4, 5, 6, 7, 8, 9, 10)",69,1.0
135,"R(P(1, 1), C(R(P(1, 1), P(2, 1), Z()), P(2, 2)), C(S(), C(S(), Z())))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(2, 1, 0, 0, 0, 0, 0, 0, 0, 0)",69,1.0
136,"R(C(S(), C(S(), S())), R(P(1, 1), P(3, 1), S()), C(S(), C(S(), Z())))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(5, 6, 3, 4, 5, 6, 7, 8, 9, 10)",69,1.0
137,"R(C(S(), R(S(), P(2, 1), Z())), P(2, 1), C(C(S(), S()), C(S(), Z())))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(4, 2, 2, 3, 4, 5, 6, 7, 8, 9)",69,1.0
138,"R(C(S(), S()), R(P(1, 1), P(3, 1), S()), C(C(S(), S()), C(S(), Z())))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(5, 6, 2, 3, 4, 5, 6, 7, 8, 9)",69,1.0
139,"C(C(S(), C(S(), S())), R(C(S(), S()), R(P(1, 1), P(3, 1), S()), Z()))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(5, 6, 5, 6, 7, 8, 9, 10, 11, 12)",69,1.0
140,"C(C(S(), S()), R(C(S(), S()), R(P(1, 1), P(3, 1), S()), C(S(), Z())))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(5, 6, 4, 5, 6, 7, 8, 9, 10, 11)",69,1.0
141,"R(S(), R(S(), C(S(), P(3, 2)), R(P(1, 1), P(2, 1), Z())), C(S(), Z()))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(2, 2, 3, 5, 8, 12, 17, 23, 30, 38)",70,1.0
142,"R(C(S(), R(S(), P(2, 1), Z())), R(S(), C(S(), P(3, 2)), P(1, 1)), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(2, 2, 4, 7, 11, 16, 22, 29, 37, 46)",70,1.0
143,"R(R(P(1, 1), R(S(), P(3, 2), S()), Z()), P(2, 1), C(S(), C(S(), Z())))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(4, 0, 2, 4, 6, 8, 10, 12, 14, 16)",70,1.0
144,"R(R(P(1, 1), R(S(), P(3, 2), S()), Z()), C(S(), C(S(), P(2, 1))), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(0, 4, 6, 8, 10, 12, 14, 16, 18, 20)",70,1.0
145,"R(P(1, 1), R(P(1, 1), C(S(), P(3, 2)), R(P(1, 1), P(2, 1), Z())), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(0, 0, 1, 2, 4, 7, 11, 16, 22, 29)",70,1.0
146,"R(C(S(), S()), C(R(S(), P(2, 1), Z()), R(P(1, 1), P(3, 1), S())), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(2, 3, 3, 3, 4, 5, 6, 7, 8, 9)",70,1.0
147,"R(C(S(), S()), R(S(), C(S(), P(3, 2)), R(P(1, 1), P(2, 1), Z())), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(2, 3, 4, 6, 9, 13, 18, 24, 31, 39)",70,1.0
148,"C(R(P(1, 1), R(P(1, 1), P(3, 1), S()), Z()), R(P(1, 1), P(2, 1), Z()))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(0, 0, 1, 0, 1, 2, 3, 4, 5, 6)",70,1.0
149,"R(R(S(), P(2, 1), C(S(), Z())), R(S(), C(S(), P(3, 2)), P(1, 1)), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(2, 1, 3, 6, 10, 15, 21, 28, 36, 45)",70,1.0
150,"C(S(), R(R(S(), P(2, 1), Z()), R(P(1, 1), P(3, 1), S()), C(S(), Z())))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(2, 3, 2, 2, 3, 4, 5, 6, 7, 8)",70,1.0
151,"R(R(P(1, 1), P(2, 1), Z()), R(S(), C(S(), P(3, 2)), C(S(), S())), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(0, 2, 6, 11, 17, 24, 32, 41, 51, 62)",70,1.0
152,"C(R(R(S(), P(2, 1), Z()), R(P(1, 1), P(3, 1), S()), C(S(), Z())), S())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(2, 1, 1, 2, 3, 4, 5, 6, 7, 8)",70,1.0
153,"C(C(S(), S()), R(R(S(), P(2, 1), Z()), R(P(1, 1), P(3, 1), S()), Z()))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(3, 3, 3, 3, 4, 5, 6, 7, 8, 9)",70,1.0
154,"C(R(S(), R(S(), P(3, 2), S()), Z()), R(P(1, 1), P(2, 1), C(S(), Z())))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(3, 1, 3, 5, 7, 9, 11, 13, 15, 17)",70,1.0
155,"C(R(S(), R(P(1, 1), P(3, 1), S()), C(S(), Z())), R(S(), P(2, 1), Z()))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(3, 3, 1, 2, 3, 4, 5, 6, 7, 8)",70,1.0
156,"R(R(S(), R(S(), P(3, 2), S()), Z()), R(S(), C(S(), P(3, 2)), S()), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(1, 5, 11, 19, 29, 41, 55, 71, 89, 109)",71,1.0
157,"R(R(S(), R(S(), P(3, 2), S()), Z()), C(S(), R(S(), P(3, 2), S())), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(1, 7, 13, 19, 25, 31, 37, 43, 49, 55)",71,1.0
158,"C(R(S(), R(S(), P(3, 2), S()), Z()), R(S(), R(S(), P(3, 2), S()), Z()))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(3, 7, 11, 15, 19, 23, 27, 31, 35, 39)",71,1.0
159,"R(S(), C(R(P(1, 1), P(2, 1), Z()), P(2, 2)), C(C(S(), S()), C(S(), Z())))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(4, 3, 2, 1, 1, 1, 1, 1, 1, 1)",73,1.0
160,"R(R(P(1, 1), P(2, 1), C(S(), Z())), P(2, 1), C(C(S(), S()), C(S(), Z())))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(2, 1, 0, 1, 2, 3, 4, 5, 6, 7)",73,1.0
161,"R(S(), R(S(), C(S(), P(3, 2)), C(S(), S())), C(C(S(), S()), C(S(), Z())))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(4, 7, 11, 16, 22, 29, 37, 46, 56, 67)",73,1.0
162,"R(S(), R(C(S(), S()), C(S(), P(3, 2)), C(S(), S())), C(S(), C(S(), Z())))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(3, 7, 12, 18, 25, 33, 42, 52, 63, 75)",73,1.0
163,"R(C(S(), C(S(), S())), C(R(P(1, 1), P(2, 1), Z()), P(2, 2)), C(S(), Z()))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(4, 3, 3, 3, 3, 3, 3, 3, 3, 3)",73,1.0
164,"R(C(S(), S()), C(S(), R(S(), P(3, 2), S())), C(C(S(), S()), C(S(), Z())))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(5, 8, 11, 14, 17, 20, 23, 26, 29, 32)",73,1.0
165,"R(C(S(), S()), C(R(P(1, 1), P(2, 1), Z()), P(2, 2)), C(S(), C(S(), Z())))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(4, 3, 2, 2, 2, 2, 2, 2, 2, 2)",73,1.0
166,"R(C(S(), S()), R(S(), C(S(), P(3, 2)), S()), C(C(S(), S()), C(S(), Z())))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(5, 7, 10, 14, 19, 25, 32, 40, 49, 59)",73,1.0
167,"C(C(S(), C(S(), S())), C(R(S(), P(2, 1), Z()), R(P(1, 1), P(2, 1), Z())))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(4, 4, 4, 5, 6, 7, 8, 9, 10, 11)",73,1.0
168,"C(C(S(), C(S(), S())), R(C(S(), S()), R(S(), P(3, 2), S()), C(S(), Z())))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(6, 8, 10, 12, 14, 16, 18, 20, 22, 24)",73,1.0
169,"C(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), S())))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(10, 12, 14, 16, 18, 20, 22, 24, 26, 28)",73,1.0
170,"C(R(C(S(), S()), R(P(1, 1), P(3, 1), S()), Z()), R(P(1, 1), P(2, 1), Z()))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(2, 2, 3, 2, 3, 4, 5, 6, 7, 8)",74,1.0
171,"R(S(), R(P(1, 1), C(S(), P(3, 2)), R(P(1, 1), P(2, 1), Z())), C(S(), Z()))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(2, 1, 2, 3, 5, 8, 12, 17, 23, 30)",74,1.0
172,"R(R(C(S(), S()), P(2, 1), C(S(), Z())), C(S(), R(S(), P(3, 2), S())), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(3, 4, 7, 10, 13, 16, 19, 22, 25, 28)",74,1.0
173,"R(R(C(S(), S()), P(2, 1), C(S(), Z())), R(S(), C(S(), P(3, 2)), S()), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(3, 3, 6, 10, 15, 21, 28, 36, 45, 55)",74,1.0
174,"R(C(S(), S()), R(P(1, 1), C(S(), P(3, 2)), R(P(1, 1), P(2, 1), Z())), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(2, 2, 3, 4, 6, 9, 13, 18, 24, 31)",74,1.0
175,"R(C(S(), R(S(), P(2, 1), Z())), C(C(S(), S()), R(S(), P(3, 2), S())), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(2, 5, 9, 13, 17, 21, 25, 29, 33, 37)",74,1.0
176,"R(C(S(), R(S(), P(2, 1), Z())), R(S(), C(S(), P(3, 2)), C(S(), S())), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(2, 4, 8, 13, 19, 26, 34, 43, 53, 64)",74,1.0
177,"C(R(S(), P(2, 1), C(S(), Z())), R(P(1, 1), R(P(1, 1), P(3, 1), S()), Z()))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(2, 1, 2, 1, 2, 3, 4, 5, 6, 7)",74,1.0
178,"R(R(S(), P(2, 1), Z()), R(C(S(), S()), C(S(), P(3, 2)), C(S(), S())), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(1, 4, 9, 15, 22, 30, 39, 49, 60, 72)",74,1.0
179,"C(R(S(), R(S(), P(3, 2), S()), Z()), C(C(S(), S()), R(S(), P(2, 1), Z())))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(7, 7, 9, 11, 13, 15, 17, 19, 21, 23)",74,1.0
180,"C(R(P(1, 1), R(P(1, 1), P(3, 1), S()), C(S(), Z())), R(S(), P(2, 1), Z()))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(2, 2, 0, 1, 2, 3, 4, 5, 6, 7)",74,1.0
181,"R(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), P(2, 1), C(S(), C(S(), Z())))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(6, 2, 4, 6, 8, 10, 12, 14, 16, 18)",74,1.0
182,"R(C(C(S(), S()), R(S(), P(2, 1), Z())), C(S(), R(S(), P(3, 2), S())), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(3, 5, 8, 11, 14, 17, 20, 23, 26, 29)",74,1.0
183,"R(R(P(1, 1), P(2, 1), C(S(), Z())), R(S(), C(S(), P(3, 2)), P(1, 1)), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(1, 0, 2, 5, 9, 14, 20, 27, 35, 44)",74,1.0
184,"R(C(C(S(), S()), R(S(), P(2, 1), Z())), R(S(), C(S(), P(3, 2)), S()), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(3, 4, 7, 11, 16, 22, 29, 37, 46, 56)",74,1.0
185,"R(P(1, 1), R(S(), C(S(), P(3, 2)), R(P(1, 1), P(2, 1), Z())), C(S(), Z()))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(1, 1, 2, 4, 7, 11, 16, 22, 29, 37)",74,1.0
186,"C(R(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(3, 1), S()), C(S(), Z())), S())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(1, 0, 0, 1, 2, 3, 4, 5, 6, 7)",74,1.0
187,"C(R(P(1, 1), R(S(), P(3, 2), S()), Z()), R(P(1, 1), P(2, 1), C(S(), Z())))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(2, 0, 2, 4, 6, 8, 10, 12, 14, 16)",74,1.0
188,"R(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(S(), C(S(), P(2, 1))), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(2, 6, 8, 10, 12, 14, 16, 18, 20, 22)",74,1.0
189,"R(R(S(), P(2, 1), C(S(), Z())), R(S(), C(S(), P(3, 2)), C(S(), S())), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(2, 3, 7, 12, 18, 25, 33, 42, 52, 63)",74,1.0
190,"R(R(S(), R(S(), P(3, 2), S()), Z()), P(2, 1), C(C(S(), S()), C(S(), Z())))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(7, 1, 3, 5, 7, 9, 11, 13, 15, 17)",74,1.0
191,"C(C(S(), C(S(), S())), R(R(S(), P(2, 1), Z()), R(S(), P(3, 2), S()), Z()))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(4, 5, 7, 9, 11, 13, 15, 17, 19, 21)",74,1.0
192,"R(R(S(), R(S(), P(3, 2), S()), Z()), C(C(S(), S()), C(S(), P(2, 1))), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(1, 7, 9, 11, 13, 15, 17, 19, 21, 23)",74,1.0
193,"C(R(S(), R(S(), P(3, 2), S()), Z()), R(C(S(), S()), P(2, 1), C(S(), Z())))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(7, 5, 7, 9, 11, 13, 15, 17, 19, 21)",74,1.0
194,"C(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(S(), R(S(), P(2, 1), Z())))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(6, 6, 8, 10, 12, 14, 16, 18, 20, 22)",74,1.0
195,"C(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), R(S(), P(2, 1), C(S(), Z())))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(6, 4, 6, 8, 10, 12, 14, 16, 18, 20)",74,1.0
196,"R(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(3, 1), S()), C(S(), C(S(), Z())))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(1, 2, 0, 0, 1, 2, 3, 4, 5, 6)",74,1.0
197,"C(R(S(), R(P(1, 1), P(3, 1), S()), C(S(), Z())), R(P(1, 1), P(2, 1), Z()))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(2, 2, 3, 1, 2, 3, 4, 5, 6, 7)",74,1.0
198,"R(R(P(1, 1), R(S(), P(3, 2), S()), Z()), C(S(), R(S(), P(3, 2), S())), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(0, 6, 12, 18, 24, 30, 36, 42, 48, 54)",75,1.0
199,"R(R(P(1, 1), R(S(), P(3, 2), S()), Z()), R(S(), C(S(), P(3, 2)), S()), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(0, 4, 10, 18, 28, 40, 54, 70, 88, 108)",75,1.0
200,"R(R(S(), R(S(), P(3, 2), S()), Z()), R(S(), C(S(), P(3, 2)), P(1, 1)), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(1, 3, 7, 13, 21, 31, 43, 57, 73, 91)",75,1.0
201,"C(R(S(), R(S(), P(3, 2), S()), Z()), R(S(), R(P(1, 1), P(3, 1), S()), Z()))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(3, 5, 3, 5, 7, 9, 11, 13, 15, 17)",75,1.0
202,"C(R(S(), R(S(), P(3, 2), S()), Z()), R(P(1, 1), R(S(), P(3, 2), S()), Z()))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(1, 5, 9, 13, 17, 21, 25, 29, 33, 37)",75,1.0
203,"R(C(C(S(), S()), C(S(), S())), C(C(S(), S()), C(S(), P(2, 1))), C(S(), Z()))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(5, 7, 8, 9, 10, 11, 12, 13, 14, 15)",76,1.0
204,"R(C(C(S(), S()), C(S(), S())), C(S(), P(2, 1)), C(C(S(), S()), C(S(), Z())))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(7, 5, 6, 7, 8, 9, 10, 11, 12, 13)",76,1.0
205,"R(C(C(S(), S()), C(S(), S())), R(P(1, 1), P(3, 1), S()), C(S(), C(S(), Z())))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(6, 7, 4, 5, 6, 7, 8, 9, 10, 11)",77,1.0
206,"R(C(C(S(), S()), R(S(), P(2, 1), Z())), P(2, 1), C(C(S(), S()), C(S(), Z())))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(5, 3, 3, 4, 5, 6, 7, 8, 9, 10)",77,1.0
207,"R(P(1, 1), C(R(P(1, 1), P(2, 1), Z()), P(2, 2)), C(C(S(), S()), C(S(), Z())))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(3, 2, 1, 0, 0, 0, 0, 0, 0, 0)",77,1.0
208,"R(C(S(), C(S(), S())), R(P(1, 1), P(3, 1), S()), C(C(S(), S()), C(S(), Z())))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(6, 7, 3, 4, 5, 6, 7, 8, 9, 10)",77,1.0
209,"C(C(C(S(), S()), C(S(), S())), R(C(S(), S()), R(P(1, 1), P(3, 1), S()), Z()))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(6, 7, 6, 7, 8, 9, 10, 11, 12, 13)",77,1.0
210,"R(C(S(), S()), R(S(), C(S(), P(3, 2)), P(1, 1)), C(C(S(), S()), C(S(), Z())))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(5, 6, 8, 11, 15, 20, 26, 33, 41, 50)",77,1.0
211,"R(R(C(S(), S()), P(2, 1), C(S(), Z())), P(2, 1), C(C(S(), S()), C(S(), Z())))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(4, 3, 2, 3, 4, 5, 6, 7, 8, 9)",77,1.0
212,"C(C(S(), C(S(), S())), R(C(S(), S()), R(P(1, 1), P(3, 1), S()), C(S(), Z())))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(6, 7, 5, 6, 7, 8, 9, 10, 11, 12)",77,1.0
213,"R(S(), C(R(S(), P(2, 1), Z()), R(P(1, 1), P(3, 1), S())), C(S(), C(S(), Z())))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(3, 4, 2, 2, 3, 4, 5, 6, 7, 8)",78,1.0
214,"R(S(), R(S(), C(S(), P(3, 2)), R(P(1, 1), P(2, 1), Z())), C(S(), C(S(), Z())))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(3, 3, 4, 6, 9, 13, 18, 24, 31, 39)",78,1.0
215,"C(R(C(S(), S()), R(P(1, 1), P(3, 1), S()), C(S(), Z())), R(S(), P(2, 1), Z()))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(4, 4, 2, 3, 4, 5, 6, 7, 8, 9)",78,1.0
216,"R(R(S(), P(2, 1), C(S(), Z())), R(P(1, 1), P(3, 1), S()), C(S(), C(S(), Z())))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(2, 3, 2, 1, 2, 3, 4, 5, 6, 7)",78,1.0
217,"R(R(C(S(), S()), P(2, 1), C(S(), Z())), R(S(), C(S(), P(3, 2)), P(1, 1)), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(3, 2, 4, 7, 11, 16, 22, 29, 37, 46)",78,1.0
218,"R(R(P(1, 1), R(S(), P(3, 2), S()), Z()), C(C(S(), S()), C(S(), P(2, 1))), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(0, 6, 8, 10, 12, 14, 16, 18, 20, 22)",78,1.0
219,"C(R(P(1, 1), R(P(1, 1), P(3, 1), S()), C(S(), Z())), R(P(1, 1), P(2, 1), Z()))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(1, 1, 2, 0, 1, 2, 3, 4, 5, 6)",78,1.0
220,"R(C(S(), C(S(), S())), C(R(S(), P(2, 1), Z()), R(P(1, 1), P(3, 1), S())), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(3, 4, 4, 4, 5, 6, 7, 8, 9, 10)",78,1.0
