,expr,inputs,outputs,len,arity
103,"R(R(R(C(S(), P(3, 2)), P(4, 4), P(4, 2), P(4, 1), Z(), Z(), Z()), P(2, 1), Z()), P(2, 1), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(1, 1, 1, 1, 1, 1, 2, 3, 4, 5)",94,1.0
104,"R(P(3, 2), P(4, 4), P(4, 2), C(P(2, 2), P(4, 1), Z()), Z(), Z(), C(R(S(), P(2, 1), Z()), Z()))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(0, 0, 1, 0, 0, 0, 0, 0, 0, 0)",94,1.0
105,"R(P(1, 1), C(R(S(), C(C(S(), P(2, 2)), C(S(), P(2, 2)), C(S(), P(2, 2))), Z()), P(2, 2)), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(0, 1, 3, 7, 15, 31, 63, 127, 255, 511)",94,1.0
106,"R(P(2, 2), P(3, 1), C(S(), P(3, 2)), C(R(C(S(), S()), P(2, 1), Z()), Z()), C(C(S(), S()), Z()))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(2, 3, 1, 2, 3, 4, 5, 6, 7, 8)",95,1.0
107,"R(R(R(R(S(), P(2, 1), C(S(), Z())), P(2, 1), C(S(), Z())), P(2, 1), Z()), P(2, 1), C(S(), Z()))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(1, 1, 1, 2, 1, 2, 3, 4, 5, 6)",95,1.0
108,"C(R(C(S(), S()), P(2, 1), Z()), R(R(R(C(S(), S()), P(2, 1), Z()), P(2, 1), Z()), P(2, 1), Z()))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(3, 3, 3, 3, 4, 5, 6, 7, 8, 9)",95,1.0
109,"R(C(C(S(), P(2, 1)), R(R(S(), C(S(), C(S(), P(2, 1))), Z()), P(2, 1), Z()), S()), P(2, 1), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(2, 2, 2, 4, 5, 6, 7, 8, 9, 10)",95,1.0
110,"R(C(C(S(), S()), P(2, 1)), C(R(S(), C(C(S(), S()), P(2, 1)), Z()), P(3, 1)), P(3, 3), Z(), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(2, 3, 5, 6, 7, 8, 9, 10, 11, 12)",95,1.0
111,"R(C(C(C(S(), S()), C(S(), S())), S()), C(R(P(2, 1), P(3, 1), P(3, 1), Z(), Z()), P(2, 1)), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(5, 5, 5, 6, 7, 8, 9, 10, 11, 12)",95,1.0
112,"R(C(S(), S()), C(C(S(), C(C(S(), S()), R(P(2, 1), P(3, 1), P(3, 3), Z(), Z()))), P(2, 1)), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(2, 5, 5, 6, 7, 8, 9, 10, 11, 12)",95,1.0
113,"R(R(C(S(), R(S(), P(2, 1), Z())), P(2, 1), C(C(S(), R(S(), P(2, 1), Z())), Z())), P(2, 1), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(3, 3, 2, 2, 3, 4, 5, 6, 7, 8)",95,1.0
114,"R(P(2, 1), P(3, 3), C(C(S(), P(2, 1)), C(C(S(), P(2, 1)), P(3, 3), P(3, 2)), P(3, 1)), Z(), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(0, 0, 2, 4, 6, 8, 10, 12, 14, 16)",96,1.0
115,"R(R(P(2, 2), P(3, 1), C(C(C(S(), S()), R(S(), P(2, 1), Z())), P(3, 2)), Z(), Z()), P(2, 1), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(0, 0, 3, 3, 3, 4, 5, 6, 7, 8)",96,1.0
116,"R(P(2, 2), P(3, 3), C(S(), P(3, 2)), C(R(C(S(), R(S(), P(2, 1), Z())), P(2, 1), Z()), Z()), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(0, 3, 1, 4, 2, 5, 3, 6, 4, 7)",96,1.0
117,"R(C(S(), P(3, 3)), P(4, 4), C(S(), P(4, 2)), P(4, 3), C(S(), Z()), C(P(1, 1), Z()), C(S(), Z()))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(2, 1, 3, 3, 2, 4, 4, 3, 5, 5)",96,1.0
118,"R(P(2, 2), P(3, 1), C(R(R(S(), C(S(), C(S(), P(2, 2))), Z()), P(2, 1), Z()), P(3, 2)), Z(), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(0, 1, 1, 1, 3, 5, 7, 9, 11, 13)",96,1.0
119,"C(S(), R(P(2, 2), P(3, 1), P(3, 2), C(S(), Z()), C(R(P(2, 2), P(3, 1), P(3, 1), Z(), Z()), Z())))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(1, 2, 1, 2, 3, 4, 5, 6, 7, 8)",97,1.0
120,"C(R(C(S(), P(2, 1)), C(S(), P(3, 3)), P(3, 1), Z(), Z()), R(P(2, 1), P(3, 3), P(3, 1), Z(), Z()))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(1, 1, 1, 2, 2, 3, 4, 5, 6, 7)",97,1.0
121,"R(C(S(), P(2, 2)), P(3, 1), C(R(C(S(), P(2, 2)), P(3, 1), P(3, 2), Z(), Z()), P(3, 2)), Z(), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(1, 2, 2, 2, 2, 3, 4, 5, 6, 7)",97,1.0
122,"C(R(P(1, 1), P(2, 1), Z()), R(P(3, 2), P(4, 4), C(S(), P(4, 2)), C(S(), P(4, 3)), Z(), Z(), Z()))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(0, 0, 0, 1, 2, 2, 3, 4, 4, 5)",97,1.0
123,"C(R(P(2, 1), C(S(), P(3, 3)), P(3, 2), Z(), Z()), R(P(2, 1), C(S(), P(3, 3)), P(3, 2), Z(), Z()))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(0, 1, 1, 1, 1, 2, 2, 2, 2, 3)",97,1.0
124,"R(P(3, 2), P(4, 4), C(S(), P(4, 4)), P(4, 2), C(R(S(), P(2, 2), Z()), Z()), Z(), C(P(1, 1), Z()))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(0, 1, 2, 1, 2, 1, 2, 1, 2, 1)",97,1.0
125,"R(R(P(3, 3), P(4, 1), P(4, 1), C(C(S(), P(2, 1)), P(4, 2), P(4, 2)), Z(), Z(), Z()), P(2, 1), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(0, 0, 1, 1, 2, 3, 4, 5, 6, 7)",98,1.0
126,"R(P(3, 2), P(4, 4), C(C(S(), P(3, 3)), P(4, 1), P(4, 3), C(S(), P(4, 4))), P(4, 1), Z(), Z(), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(0, 2, 2, 3, 4, 5, 6, 7, 8, 9)",98,1.0
127,"R(C(S(), P(3, 3)), C(C(S(), P(3, 3)), P(4, 1), P(4, 4), P(4, 3)), P(4, 1), P(4, 2), Z(), Z(), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(1, 1, 2, 2, 3, 4, 5, 6, 7, 8)",98,1.0
128,"R(P(3, 3), C(C(S(), P(3, 1)), P(4, 3), P(4, 3), P(4, 1)), P(4, 1), C(S(), P(4, 2)), Z(), Z(), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(0, 1, 2, 2, 3, 4, 5, 6, 7, 8)",98,1.0
129,"R(P(3, 1), C(S(), P(4, 3)), P(4, 4), P(4, 2), C(S(), C(C(S(), S()), Z())), Z(), C(C(S(), S()), Z()))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(3, 1, 3, 4, 2, 4, 5, 3, 5, 6)",100,1.0
130,"R(P(3, 1), C(S(), C(C(S(), S()), P(4, 3))), P(4, 1), C(S(), C(C(S(), S()), P(4, 3))), Z(), Z(), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(0, 3, 3, 4, 5, 6, 7, 8, 9, 10)",100,1.0
131,"R(R(P(2, 1), C(S(), C(S(), P(3, 3))), C(C(S(), P(3, 3)), Z(), P(3, 2), Z()), Z(), Z()), P(2, 1), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(0, 0, 2, 3, 3, 3, 3, 3, 3, 3)",101,1.0
132,"R(R(C(S(), C(S(), P(3, 2))), C(S(), P(4, 4)), C(S(), P(4, 4)), P(4, 1), Z(), Z(), Z()), P(2, 1), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(2, 2, 3, 3, 4, 5, 6, 7, 8, 9)",101,1.0
133,"R(P(3, 3), P(4, 1), P(4, 2), P(4, 3), C(R(S(), P(2, 1), Z()), Z()), C(S(), C(S(), Z())), C(S(), Z()))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(1, 2, 1, 0, 1, 2, 3, 4, 5, 6)",101,1.0
134,"R(R(P(3, 1), P(4, 4), P(4, 1), P(4, 3), C(C(S(), S()), Z()), C(C(S(), S()), Z()), Z()), P(2, 1), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(2, 2, 0, 2, 0, 1, 2, 3, 4, 5)",101,1.0
135,"C(C(S(), R(S(), P(2, 1), Z())), R(R(P(3, 3), P(4, 4), P(4, 1), P(4, 3), Z(), Z(), Z()), P(2, 1), Z()))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(2, 2, 2, 2, 2, 3, 4, 5, 6, 7)",102,1.0
136,"R(R(R(C(S(), P(3, 3)), P(4, 1), P(4, 4), C(S(), P(4, 3)), Z(), Z(), Z()), P(2, 1), Z()), P(2, 1), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(1, 1, 1, 2, 2, 3, 3, 4, 4, 5)",102,1.0
137,"R(R(R(P(3, 1), P(4, 3), P(4, 4), P(4, 4), Z(), C(S(), Z()), Z()), P(2, 1), C(S(), Z())), P(2, 1), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(1, 1, 0, 1, 0, 0, 0, 0, 0, 0)",102,1.0
138,"R(R(C(S(), R(P(3, 1), C(S(), P(4, 4)), P(4, 1), P(4, 3), Z(), Z(), Z())), P(2, 1), Z()), P(2, 1), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(1, 1, 1, 2, 2, 2, 3, 4, 5, 6)",102,1.0
139,"R(R(P(2, 1), P(3, 1), P(3, 1), C(C(S(), S()), Z()), C(C(S(), S()), Z())), P(2, 1), C(C(S(), S()), Z()))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(1, 2, 0, 1, 2, 3, 4, 5, 6, 7)",103,1.0
140,"R(P(2, 2), C(P(2, 2), P(3, 1), Z()), P(3, 2), C(C(S(), C(S(), S())), Z()), C(C(S(), C(S(), S())), Z()))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(3, 3, 0, 0, 0, 0, 0, 0, 0, 0)",103,1.0
141,"R(R(C(C(S(), S()), C(S(), P(2, 2))), P(3, 1), P(3, 2), Z(), Z()), C(C(S(), S()), C(S(), P(2, 2))), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(3, 4, 7, 10, 13, 16, 19, 22, 25, 28)",103,1.0
142,"R(C(C(S(), R(S(), P(2, 1), Z())), P(2, 1)), C(C(S(), R(S(), P(2, 1), Z())), P(3, 3)), P(3, 1), Z(), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(2, 3, 3, 3, 4, 5, 6, 7, 8, 9)",104,1.0
143,"R(C(C(S(), S()), C(S(), S())), C(R(R(P(2, 2), P(3, 2), P(3, 1), Z(), Z()), P(2, 1), Z()), P(2, 1)), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(4, 4, 4, 4, 5, 6, 7, 8, 9, 10)",104,1.0
144,"R(C(S(), P(2, 2)), P(3, 2), P(3, 2), Z(), C(C(S(), R(S(), C(P(3, 3), P(2, 1), P(2, 1), Z()), Z())), Z()))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(3, 1, 1, 1, 1, 1, 1, 1, 1, 1)",105,1.0
145,"R(R(R(S(), P(2, 1), Z()), P(2, 1), Z()), C(R(P(2, 1), C(S(), P(3, 3)), P(3, 2), Z(), Z()), P(2, 1)), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(1, 1, 1, 1, 1, 1, 2, 2, 3, 3)",105,1.0
146,"C(C(C(S(), P(3, 1)), C(S(), P(3, 1)), P(3, 1), P(3, 3)), S(), R(P(2, 2), P(3, 3), P(3, 3), Z(), Z()), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(3, 4, 5, 6, 7, 8, 9, 10, 11, 12)",106,1.0
147,"R(C(C(S(), P(2, 2)), P(3, 1), P(3, 3)), P(4, 3), P(4, 1), C(C(S(), P(2, 2)), Z(), P(4, 2)), Z(), Z(), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(1, 2, 2, 2, 3, 4, 5, 6, 7, 8)",106,1.0
148,"R(C(R(R(P(2, 2), P(3, 3), P(3, 1), Z(), Z()), P(2, 1), Z()), P(2, 2)), P(3, 3), C(S(), P(3, 2)), Z(), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(0, 0, 0, 0, 0, 1, 1, 2, 2, 3)",106,1.0
149,"R(P(2, 1), P(3, 3), C(R(P(2, 2), P(3, 1), P(3, 2), Z(), Z()), P(3, 1)), Z(), C(R(S(), P(2, 2), Z()), Z()))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(0, 1, 0, 0, 0, 1, 2, 3, 4, 5)",106,1.0
150,"R(P(3, 2), P(4, 4), C(C(S(), P(2, 1)), C(C(S(), P(2, 1)), P(4, 2), Z()), P(4, 3)), P(4, 3), Z(), Z(), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(0, 2, 2, 2, 4, 4, 4, 6, 6, 6)",106,1.0
151,"R(P(3, 3), P(4, 3), P(4, 4), P(4, 2), Z(), Z(), C(C(S(), C(C(S(), P(3, 1)), Z(), P(2, 2), Z())), Z(), Z()))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(2, 0, 0, 2, 0, 0, 2, 0, 0, 2)",107,1.0
152,"R(P(3, 1), P(4, 3), C(S(), P(4, 4)), P(4, 1), C(C(S(), S()), C(S(), Z())), Z(), C(C(S(), S()), C(S(), Z())))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(3, 0, 4, 1, 2, 3, 4, 5, 6, 7)",108,1.0
153,"R(P(2, 1), C(S(), P(3, 3)), C(C(S(), P(2, 1)), C(P(2, 1), Z(), P(3, 3)), C(P(2, 1), Z(), P(3, 3))), Z(), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(0, 1, 2, 2, 2, 2, 2, 2, 2, 2)",109,1.0
154,"R(C(R(P(1, 1), C(R(R(S(), P(2, 1), Z()), P(2, 1), Z()), P(2, 1)), Z()), P(2, 1)), P(3, 3), P(3, 1), Z(), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(0, 0, 0, 1, 1, 1, 2, 3, 4, 5)",109,1.0
155,"C(S(), R(R(P(2, 1), C(S(), C(S(), P(3, 3))), C(C(S(), P(3, 3)), Z(), P(3, 2), Z()), Z(), Z()), P(2, 1), Z()))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(1, 1, 3, 4, 4, 4, 4, 4, 4, 4)",109,1.0
156,"R(P(2, 1), C(S(), P(3, 3)), P(3, 2), Z(), C(R(C(C(S(), P(3, 3)), Z(), S(), S()), P(2, 2), C(S(), Z())), Z()))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(0, 4, 1, 5, 2, 6, 3, 7, 4, 8)",109,1.0
157,"R(P(3, 2), P(4, 4), C(C(S(), P(2, 1)), P(4, 2), P(4, 2)), C(C(S(), P(2, 1)), P(4, 2), P(4, 2)), Z(), Z(), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(0, 1, 1, 2, 2, 3, 3, 4, 4, 5)",110,1.0
158,"R(C(S(), P(3, 2)), P(4, 3), P(4, 2), P(4, 2), Z(), C(R(S(), P(2, 1), Z()), Z()), C(R(S(), P(2, 1), Z()), Z()))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(2, 1, 2, 1, 2, 1, 2, 1, 2, 1)",110,1.0
159,"R(R(S(), C(R(P(3, 3), P(4, 2), P(4, 3), P(4, 4), Z(), Z(), Z()), P(2, 1)), C(S(), Z())), P(2, 1), C(S(), Z()))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(1, 2, 1, 1, 1, 1, 1, 1, 1, 1)",110,1.0
160,"R(C(S(), P(3, 3)), P(4, 4), P(4, 2), P(4, 3), Z(), C(R(S(), P(2, 2), Z()), Z()), C(R(S(), P(2, 2), Z()), Z()))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(2, 2, 1, 2, 2, 1, 2, 2, 1, 2)",110,1.0
161,"R(R(P(3, 1), P(4, 4), C(R(S(), P(2, 2), Z()), C(S(), P(4, 3))), C(S(), P(4, 3)), Z(), Z(), Z()), P(2, 1), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(0, 0, 0, 1, 2, 2, 2, 2, 2, 2)",110,1.0
162,"R(C(C(S(), S()), P(3, 3)), P(4, 1), C(C(C(S(), S()), P(3, 3)), Z(), P(4, 1), P(4, 4)), P(4, 3), Z(), Z(), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(2, 2, 4, 4, 6, 6, 8, 8, 10, 10)",110,1.0
163,"R(P(3, 2), P(4, 2), C(S(), P(4, 4)), P(4, 3), Z(), C(R(C(S(), R(S(), P(2, 1), Z())), P(2, 1), Z()), Z()), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(2, 1, 3, 2, 4, 3, 5, 4, 6, 5)",110,1.0
164,"R(S(), C(R(P(3, 1), C(S(), P(4, 3)), P(4, 1), P(4, 4), Z(), Z(), Z()), P(2, 1)), C(R(S(), P(2, 2), Z()), Z()))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(2, 1, 2, 2, 3, 4, 5, 6, 7, 8)",110,1.0
165,"R(P(3, 2), C(S(), P(4, 4)), P(4, 2), P(4, 1), C(R(S(), P(2, 2), Z()), Z()), Z(), C(R(S(), P(2, 2), Z()), Z()))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(0, 1, 2, 1, 2, 3, 4, 5, 6, 7)",110,1.0
166,"R(P(3, 1), C(R(P(2, 2), P(3, 1), P(3, 2), Z(), Z()), P(4, 3)), P(4, 4), P(4, 1), C(S(), Z()), Z(), C(S(), Z()))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(1, 0, 0, 0, 0, 0, 1, 2, 3, 4)",111,1.0
167,"R(P(2, 1), C(R(P(3, 1), P(4, 3), P(4, 4), C(S(), C(S(), P(4, 2))), Z(), Z(), Z()), P(3, 1)), P(3, 1), Z(), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(0, 0, 0, 0, 2, 2, 2, 4, 4, 4)",111,1.0
168,"R(P(2, 1), P(3, 3), C(R(P(3, 3), P(4, 3), P(4, 1), C(S(), P(4, 3)), Z(), Z(), Z()), P(3, 1)), Z(), C(S(), Z()))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(0, 1, 0, 1, 1, 2, 3, 4, 5, 6)",111,1.0
169,"R(P(2, 2), C(R(P(3, 2), P(4, 2), P(4, 1), P(4, 1), Z(), Z(), Z()), P(3, 1)), C(S(), P(3, 2)), C(S(), Z()), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(0, 2, 1, 1, 2, 3, 4, 5, 6, 7)",111,1.0
170,"R(C(S(), S()), C(R(P(2, 1), C(R(S(), P(2, 2), Z()), P(3, 2)), P(3, 1), Z(), Z()), P(2, 2)), C(C(S(), S()), Z()))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(4, 3, 3, 3, 3, 3, 3, 3, 3, 3)",112,1.0
171,"R(R(C(C(C(S(), S()), C(S(), S())), S()), C(R(P(2, 1), P(3, 1), P(3, 1), Z(), Z()), P(2, 1)), Z()), P(2, 1), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(5, 5, 5, 5, 6, 7, 8, 9, 10, 11)",112,1.0
172,"R(P(2, 2), C(C(P(3, 1), Z(), P(2, 2), P(2, 1)), P(3, 3), Z()), P(3, 2), C(C(S(), S()), Z()), C(C(S(), S()), Z()))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(2, 2, 0, 0, 0, 0, 0, 0, 0, 0)",113,1.0
173,"R(R(C(S(), S()), C(R(R(P(2, 1), C(S(), P(3, 3)), P(3, 3), Z(), Z()), P(2, 1), Z()), P(2, 1)), Z()), P(2, 1), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(2, 2, 2, 2, 3, 3, 3, 3, 3, 3)",113,1.0
174,"R(C(S(), R(C(S(), R(S(), P(2, 1), Z())), P(2, 1), Z())), C(R(P(2, 1), P(3, 3), P(3, 1), Z(), Z()), P(2, 1)), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(3, 3, 3, 3, 3, 3, 4, 5, 6, 7)",113,1.0
175,"R(R(C(R(P(2, 2), P(3, 2), P(3, 1), Z(), Z()), P(2, 2)), P(3, 2), C(S(), C(S(), P(3, 3))), Z(), Z()), P(2, 1), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(0, 0, 1, 3, 5, 7, 9, 11, 13, 15)",114,1.0
176,"R(P(3, 2), C(R(S(), C(C(S(), P(2, 2)), P(2, 1), C(S(), P(2, 2))), Z()), P(4, 3)), P(4, 2), P(4, 3), Z(), Z(), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(0, 0, 1, 1, 3, 3, 7, 7, 15, 15)",114,1.0
177,"R(R(P(2, 1), C(S(), P(3, 3)), P(3, 2), Z(), Z()), C(R(P(2, 1), C(S(), P(3, 3)), P(3, 2), Z(), Z()), P(2, 1)), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(0, 0, 1, 1, 1, 1, 2, 2, 2, 2)",114,1.0
178,"R(P(3, 2), P(4, 4), C(S(), P(4, 2)), P(4, 3), C(R(R(S(), P(2, 1), Z()), P(2, 1), Z()), C(P(1, 1), Z())), Z(), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(0, 2, 1, 1, 3, 2, 2, 4, 3, 3)",114,1.0
179,"R(C(S(), P(3, 2)), P(4, 4), C(R(S(), C(C(S(), P(3, 2)), P(2, 2), Z(), Z()), Z()), P(4, 2)), P(4, 1), Z(), Z(), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(1, 2, 2, 2, 3, 3, 3, 3, 3, 3)",115,1.0
180,"R(R(P(3, 3), C(C(S(), P(3, 1)), P(4, 3), P(4, 3), P(4, 1)), P(4, 1), C(S(), P(4, 2)), Z(), Z(), Z()), P(2, 1), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(0, 0, 1, 2, 2, 3, 4, 5, 6, 7)",115,1.0
181,"R(C(C(C(S(), S()), P(3, 2)), P(2, 2), P(2, 2), P(2, 2)), C(C(S(), S()), P(3, 2)), C(C(S(), S()), P(3, 2)), Z(), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(2, 4, 6, 8, 10, 12, 14, 16, 18, 20)",116,1.0
182,"R(C(S(), P(3, 3)), P(4, 1), C(S(), P(4, 2)), C(S(), P(4, 2)), C(P(1, 1), C(S(), Z())), C(P(1, 1), C(S(), Z())), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(1, 3, 2, 3, 4, 5, 6, 7, 8, 9)",116,1.0
183,"R(P(3, 1), C(S(), C(R(P(3, 2), P(4, 1), P(4, 2), P(4, 4), Z(), Z(), Z()), P(4, 4))), P(4, 2), P(4, 1), Z(), Z(), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(0, 1, 1, 1, 1, 2, 3, 4, 5, 6)",117,1.0
184,"C(R(P(3, 2), P(4, 4), P(4, 2), C(S(), P(4, 3)), Z(), Z(), Z()), R(P(3, 2), P(4, 1), P(4, 1), P(4, 1), Z(), Z(), Z()))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(0, 0, 0, 0, 1, 1, 1, 2, 2, 2)",117,1.0
185,"R(C(C(S(), R(S(), P(2, 1), Z())), R(R(P(2, 2), P(3, 1), P(3, 2), Z(), Z()), P(2, 1), Z())), P(2, 1), C(P(1, 1), Z()))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(2, 2, 2, 2, 2, 2, 3, 4, 5, 6)",117,1.0
186,"R(C(C(S(), S()), P(3, 1)), P(4, 3), C(C(S(), S()), C(R(C(S(), S()), P(2, 2), Z()), P(4, 4))), P(4, 3), Z(), Z(), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(2, 2, 6, 6, 6, 6, 6, 6, 6, 6)",117,1.0
187,"R(C(S(), P(3, 3)), C(C(S(), P(2, 1)), C(S(), P(4, 1)), P(4, 2)), C(S(), P(4, 2)), P(4, 3), Z(), C(P(1, 1), Z()), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(1, 1, 2, 4, 5, 6, 7, 8, 9, 10)",117,1.0
188,"R(C(S(), S()), C(C(C(S(), S()), S()), P(2, 2)), C(R(P(3, 1), P(4, 3), P(4, 4), C(S(), P(4, 2)), Z(), Z(), Z()), Z()))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(2, 5, 8, 11, 14, 17, 20, 23, 26, 29)",117,1.0
